bacru	gismu   	-ba'u-		      	x_1 prononce x_2
badna	gismu			      	x_1 est une banane de type x_2 fruit ou plante banane/plantain
badri	gismu   	-dri-		      	x_1 est triste à cause de x_2 triste/déprimé/abattu/mécontent	x_2 : abstraction
bajra	gismu   	-baj-		      	x_1 court sur la surface x_2, utilisant les membres x_3 avec la démarche x_4
bakfu	gismu   	-baf-		      	x_1 est un paquet contenant x_2, tenus ensemble par x_3	x_1 : forme
bakni	gismu   	-bak-		      	x_1 est un bovin de type x_2 producteur de viande
bakri	gismu			      	x_1 est de la craie de la source x_2 sous la forme x_3
baktu	gismu			      	x_1 est un seau contenant x_2, de matériau x_3 récipient profond solide à large ouverture
balji	gismu			      	x_1 est un bulbe de x_2	x_2 : plante/espèce. métaphore : arrondi
balni	gismu			      	x_1 est un balcon de la structure x_2 balcon/surplomb/rebord
balre	gismu   	-ba'e-		      	x_1 est une lame de x_2	x_2 : outil/arme
balvi	gismu   	-bav-		      	x_1 est dans le futur de x_2 dans la séquence de temps x_3 ; x_1 est ultérieur x_2 est antérieur
bancu	gismu   	-bac-		      	x_1 dépasse la limite x_2 de x_3 selon x_4	x_4 : propriété/quantité
bandu	gismu   	-bad-		      	x_1 protège x_2 contre x_3	x_1 : évènement. x_2 : objet/état. x_3 : évènement menace/péril/potentiel
banfi	gismu			      	x_1 est un batracien de type x_2 grenouille/salamandre
bangu	gismu   	-ban-   	-bau-	      	x_1 est le langage utilisé par x_2 pour exprimer x_3	x_3 : si'o, du'u, pas de texte entre guillemets
banli	gismu   	-bal-   	-ba'i-	      	x_1 est considérable selon la propriété x_2 selon la norme x_3
banro	gismu   	-ba'o-		      	x_1 grandit en x_2 depuis x_3	x_2 : taille/forme
banxa	gismu   	-bax-		      	x_1 est une banque du système bancaire x_2 ayant pour fonction x_3	x_3 : évènement
banzu	gismu   	-baz-		      	x_1 suffit pour le but x_2 sous les conditions x_3	x_1 : objet
bapli	gismu   	-bap-   	-bai-	      	x_1 contraint l'évènement x_2 à arriver ; x_1 décide que la propriété x_2 survient	x_1 : force/propriété
barda	gismu   	-bra-		      	x_1 est grand en x_2 selon les standards x_3	x_2 : dimension/propriété
bargu	gismu   	-bag-		      	x_1 est un arc autour de x_2 de matériau x_3
barja	gismu			      	x_1 est un bar servant x_2 à la clientèle x_3 taverne/bar/pub
barna	gismu   	-ba'a-		      	x_1 est une marque sur x_2 de matériau x_3
bartu	gismu   	-bar-		      	x_1 est à l'extérieur de x_2 ; x_1 est hors de x_2
basna	gismu			      	x_1 souligne x_2 par l'action x_3
basti	gismu   	-bas-		      	x_1 remplace x_2 dans les circonstances x_3 ; x_1 est un substitut
batci	gismu   	-bat-		      	x_1 mord x_2 à l'endroit x_3 avec x_4
batke	gismu			      	x_1 est un bouton de x_2, pour x_3, de matériau x_4	x_3 : action/but
bavmi	gismu			      	x_1 est de l'orge de type x_2 grain
baxso	gismu			      	x_1 est Malais-Indonésien dans l'aspect x_2
bebna	gismu   	-beb-		      	x_1 est sot en x_2 ; x_1 est niais	x_2 : évènement/action/propriété/sottise
bemro	gismu   	-bem-   	-be'o-	      	x_1 est nord-américain dans l'aspect x_2
bende	gismu   	-bed-   	-be'e-	      	x_1 est une bande regroupant les personnes x_2, dirigée par x_3, organisée pour x_4
bengo	gismu   	-beg-		      	x_1 est bengali dans l'aspect x_2
benji	gismu   	-bej-   	-be'i-	      	x_1 transmet x_2 au destinataire x_3 depuis x_4 par les moyens x_5	x_4 : transmetteur/origine
bersa	gismu   	-bes-   	-be'a-	      	x_1 est le fils de x_2 pas forcément biologique	x_2 : parents/mère/père
berti	gismu   	-ber-		      	x_1 est au nord de x_2 dans le référentiel x_3
besna	gismu   	-ben-		      	x_1 est le cerveau (partie du corps) de x_2	métaphore : intelligence, contrôle mental
betfu	gismu   	-bef-   	-be'u-	      	x_1 est l'abdomen de x_2 ; partie basse du tronc	métaphore : mi-section
betri	gismu   	-bet-		      	x_1 est une tragédie pour x_2
bevri	gismu   	-bev-   	-bei-	      	x_1 transporte la cargaison x_2 vers x_3 depuis x_4 par le chemin x_5 ; x_1 est un transporteur
bidju	gismu			      	x_1 est une perle de matériau x_2
bifce	gismu   	-bic-		      	x_1 est une abeille de type x_2 abeille/guêpe/frelon
bikla	gismu   	-bik-		      	x_1 fouette	mouvement soudain et violent
bilga	gismu   	-big-		      	x_1 est obligé de x_2 selon x_3	x_2 : état/activité. x_3 : norme/accord
bilma	gismu   	-bi'a-		      	x_1 est malade, présentant les symptômes x_2 de la maladie x_3
bilni	gismu   	-bil-		      	x_1 est militaire, organisé par le système x_2 dans le but x_3
bindo	gismu   	-bid-		      	x_1 est indonésien dans l'aspect x_2
binra	gismu			      	x_1 assure x_2 contre le péril x_3 fournissant les bénéfices x_4	x_2 : personne. x_3 : évènement. x_4 : évènement
binxo	gismu   	-bix-   	-bi'o-	      	x_1 devient x_2 sous les conditions x_3
birje	gismu			      	x_1 est de la bière brassée par x_2
birka	gismu   	-bir-		      	x_1 est un bras de x_2	métaphore : membre muni de force
birti	gismu   	-bit-		      	x_1 est certain que x_2 est vrai
bisli	gismu   	-bis-		      	x_1 est de la glace de composition x_2 cristal gelé
bitmu	gismu   	-bim-   	-bi'u-	      	x_1 est une cloison séparant x_2 et x_3 dans la structure x_4 fe et fi non ordonné
blabi	gismu   	-lab-		      	x_1 est blanc
blaci	gismu			      	x_1 est du verre de composition x_2
blanu	gismu   	-bla-		      	x_1 est bleu	adjectif de couleur
bliku	gismu   	-bli-		      	x_1 est un bloc de matériau x_2, ayant pour côtés x_3 forme tridimensionnelle
bloti	gismu   	-lot-   	-blo-   	-lo'i-      	x_1 est un bateau transportant x_2, propulsé par x_3 véhicule
bolci	gismu   	-bol-   	-boi-	      	x_1 est une balle de matériau x_2 objet sphérique
bongu	gismu   	-bog-   	-bo'u-	      	x_1 est un os ayant la fonction x_2 dans le corps x_3	métaphore : calcium
botpi	gismu   	-bot-   	-bo'i-	      	x_1 est une bouteille de x_2, fait de matériau x_3 ayant pour couvercle x_4 récipient refermable	x_2 : contenu
boxfo	gismu   	-bof-   	-bo'o-	      	x_1 est une feuille de matériau x_2 forme bidimensionnelle flexible dans 3 dimensions
boxna	gismu   	-bon-   	-bo'a-	      	x_1 est une ondulation dans le médium x_2, avec la forme x_3, la longueur x_4, la fréquence x_5 schéma périodique
bradi	gismu			      	x_1 est un adversaire de x_2 dans le combat x_3
bratu	gismu			      	x_1 est de la grêle de type x_2 précipitation solide
brazo	gismu   	-raz-		      	x_1 tient est brésilien dans l'aspect x_2
bredi	gismu   	-red-   	-bre-	      	x_1 est prêt pour x_2	x_2 : évènement
bridi	gismu   	-bri-		      	x_1 est un prédicat exprimant la relation x_2 entre les arguments x_3	x_1 : {du'u}. x_3 : séquence/ensemble
brife	gismu   	-bif-   	-bi'e-	      	x_1 est du vent venant de la direction x_2, de vitesse x_3 ; x_1 souffle venant de x_2
briju	gismu   	-bij-		      	x_1 est le lieu de travail de x_2 à l'endroit x_3	x_2 : personne
brito	gismu   	-rit-		      	x_1 est britannique dans l'aspect x_2
bruna	gismu   	-bun-   	-bu'a-	      	x_1 est le frère de x_2 par le lien x_3 non nécessairement biologique
budjo	gismu   	-buj-   	-bu'o-	      	x_1 est bouddhiste dans l'aspect x_2
bukpu	gismu   	-buk-   	-bu'u-	      	x_1 est du tissu de type x_2
bumru	gismu   	-bum-		      	x_1 est recouvert par la brume x_2
bunda	gismu   	-bud-		      	x_1 mesure x_2 unités de poids local, selon standard x_3, ayant pour sous-unités x_4 non métrique	x_2 : par défaut 1. x_4 : ex : onces
bunre	gismu   	-bur-   	-bu'e-	      	x_1 est brun	adjectif de couleur
burcu	gismu   	-bru-		      	x_1 est une brosse ayant pour but x_2 et pour poils x_3	x_2 : évènement
burna	gismu			      	x_1 est embarrassé sous les conditions x_2	x_2 : abstraction
cabna	gismu   	-cab-		      	x_1 est simultané avec x_2 présent dans le temps
cabra	gismu   	-ca'a-		      	x_1 est un appareil ayant pour fonction x_2 contrôlé par x_3 mécanisme	x_3 : agent
cacra	gismu			      	x_1 dure x_2 heures en durée selon le standard x_3	x_2 : 1 heure par défaut
cadzu	gismu   	-dzu-		      	x_1 marche la surface x_2 en utilisant les membres x_3
cafne	gismu   	-caf-		      	x_1 est fréquent selon le standard x_2	x_1 : évènement
cakla	gismu			      	x_1 est du chocolat chocolat/cacao
calku	gismu   	-cak-		      	x_1 est une coquille autour de x_2 composée de x_3 couverture solide protectrice
canci	gismu			      	x_1 disparaît de l'endroit x_2 ; x_1 cesse d'être observé à x_2 utilisant les senseurs x_3
cando	gismu   	-cad-		      	x_1 est inactif
cange	gismu   	-cag-		      	x_1 est une ferme à l'endroit x_2, exploitée par x_3, produisant x_4	adjectif : fa est agraire
canja	gismu   	-caj-		      	x_1 échange la denrée x_2 contre x_3 avec x_4	x_2, x_4 sont des vendeurs/marchants/hommes d'affaires
canko	gismu   	-ca'o-		      	x_1 est une ouverture dans x_2 fenêtre/portail/ouverture	x_2 : mur/construction/structure
canlu	gismu   	-cal-   	-ca'u-	      	x_1 est un espace occupé par x_2	espace au moins tridimensionnel
canpa	gismu   	-cna-		      	x_1 est une pelle creusant x_2	ustensile à lame servant à creuser
canre	gismu   	-can-		      	x_1 est du gravier venant de x_2 de composition x_3
canti	gismu			      	x_1 sont les viscères de x_2
carce	gismu			      	x_1 est une charrette transportant x_2, propulsée par x_3	véhicule à roues charrette/voiture/wagon
carmi	gismu   	-cam-   	-cai-	      	x_1 est intense selon la propriété x_2 mesurée par l'observateur x_3	intense/brillant/saturé/lumineux
carna	gismu   	-car-		      	x_1 tourne autour de l'axe x_2 dans la direction x_3
cartu	gismu   	-cat-		      	x_1 est une carte de x_2 montrant les données x_3	x_1 : graphique/diagramme/carte
carvi	gismu   	-cav-		      	x_1 pleut sur x_2 depuis x_3 ; x_1 est une précipitation	précipitation non limité à la pluie
casnu	gismu   	-snu-		      	x_1 discute à propos du sujet x_2	x_1 : une masse normalement, mais 1 individu/jo'u est possible
catke	gismu   	-ca'e-		      	x_1 pousse x_2 à l'endroit x_3	x_1 : agent
catlu	gismu   	-cta-		      	x_1 regarde x_2	regarde/inspecte/scrute/examine/voit
catni	gismu   	-ca'i-		      	x_1 a autorité sur x_2 sur la base x_3	x_2 : sphère/personnes
catra	gismu			      	x_1 tue x_2 par l'action x_3	x_1 : agent
caxno	gismu   	-cax-		      	x_1 est superficiel en x_2 depuis le point de référence x_3 par le standard x_4	x_2 : direction/propriété
cecla	gismu   	-cel-   	-ce'a-	      	x_1 lance le projectile x_2, propulsé par x_3
cecmu	gismu   	-cem-   	-ce'u-	      	x_1 est une communauté de l'organisme x_2
cedra	gismu			      	x_1 est une époque caractérisée par x_2
cenba	gismu   	-cne-		      	x_1 varie selon x_2 en x_3 sous les conditions x_4	x_2 : propriété/quantité. x_3 : quantité/degré
censa	gismu   	-ces-		      	x_1 est sacré pour x_2	x_2 : personnes/culture/religion/culte/groupe
centi	gismu   	-cen-		      	x_1 est un centième (10^{-2}) de x_2 en x_3	x_3 : unité par défaut dimension/aspect
cerda	gismu   	-ced-		      	x_1 hérite x_2 de x_3 selon les règles x_4	x_2 : objet/qualité
cerni	gismu   	-cer-		      	x_1 est le matin du jour x_2 à l'endroit x_3 crépuscule jusqu'au début du travail
certu	gismu   	-cre-		      	x_1 est un expert en x_2 selon la norme x_3	x_2 : évènement/activité
