danlu	gismu   	-dal-   	-da'u-	      	x_1 es un animal de especie/raza x_2	Ver también {mabru}.
danmo	gismu   	-dam-		      	x_1 es una cantidad de humo/smog de origen x_2	Ver también {bumru}.
danre	gismu   	-da'e-		      	x_1 presiona/aprieta x_2	Ver también {catke}.
dansu	gismu			      	x_1 danza/baila con acompañamiento x_2
danti	gismu   	-dan-		      	x_1 es un proyectil balístico/bala/misil para ser disparado por pistola/lanzador x_2	Ver también {cecla},  {renro}.
daplu	gismu   	-plu-		      	x_1 es una isla/atolón/cayo (forma) de material x_2 en alrededores/cuerpo circundante x_3	Ver también {dirgo}.
dapma	gismu   	-dap-		      	x_1 maldice/condena x_2 a suerte/destino x_3
dargu	gismu   	-dag-		      	x_1 es un camino/autopista/carretera hacia x_2 desde x_3 con ruta x_4	Ver también {pluta},  {klaji}.
darlu	gismu   	-dau-		      	x_1 arguye/argumenta a favor de posición x_2 contra posición x_3
darno	gismu   	-dar-   	-da'o-	      	x_1 está lejos/lejano/distante/alejado de x_2 en propiedad x_3	Ver también {jibni}.
darsi	gismu			      	x_1 es audaz/arriesgado/osa/se anima a ser/hacer x_2 (evento)
darxi	gismu   	-dax-   	-da'i-	      	x_1 golpea/pega a x_2 con instrumento/miembro x_3 en parte x_4	Ver también {tikpa}.
daski	gismu			      	x_1 es un bolsillo de prenda/ítem x_2
dasni	gismu   	-das-		      	x_1 viste/lleva x_2 como vestimenta de tipo x_3	Ver también {taxfu}.
daspo	gismu   	-spo-		      	x_1 (evento) destruye/arruina/arrasa/asola a x_2	Ver también {spofu},  {xrani},  {marxa},  {zalvi}.
dasri	gismu   	-sri-		      	x_1 es una cinta/banda/jirón/tira (forma) de material x_2
datka	gismu			      	x_1 es un pato/ánade de especie/raza x_2
datni	gismu			      	x_1 es un dato/información/estadística acerca de x_2 obtenido por método x_3
decti	gismu   	-dec-		      	x_1 es una décima (1E-1) de x_2 en dimensión/aspecto x_3
degji	gismu   	-deg-		      	x_1 es un dedo/dígito (parte del cuerpo) de miembro x_2 del cuerpo x_3
dejni	gismu   	-dej-		      	x_1 debe/adeuda x_2 a x_3 por bien/servicio x_4	Ver también {pleji}.
dekpu	gismu			      	x_1 tiene un volumen de x_2 unidades locales (1 por defecto), estándar x_3, x_4 subunidades
dekto	gismu   	-dek-		      	x_1 es una decena (1E1) de x_2 en dimensión/aspecto x_3
delno	gismu   	-del-   	-de'o-	      	x_1 tiene luminosidad de x_2 candela(s) (1 por defecto) según estándar x_3
dembi	gismu   	-deb-		      	x_1 es un garbanzo/poroto/arveja/guisante/haba/habichuela/judía/semilla leguminosa de especie/variedad x_2
denci	gismu   	-den-   	-de'i-	      	x_1 es un diente/muela/colmillo (parte del cuerpo) de x_2	Ver también {dakfu},  {pagre},  {jgalu}.
denmi	gismu   	-dem-		      	x_1 es denso/concentrado/espeso en propiedad x_2 en parte/región x_3	Ver también {carmi}.
denpa	gismu   	-dep-   	-de'a-	      	x_1 espera/hace una pausa hasta x_2 en estado x_3 antes de continuar/comenzar x_4
dertu	gismu   	-der-   	-de'u-	      	x_1 es una cantidad de tierra/suelo de origen x_2 de composición x_3
derxi	gismu   	-dre-		      	x_1 es un montón/pila/parva de materiales x_2 en localidad x_3
desku	gismu   	-des-		      	x_1 tiembla/tirita/se sacude debido a fuerza x_2	Ver también {slilu}.
detri	gismu   	-det-		      	x_1 es la fecha (día,{semana},{mes},año) de evento/estado x_2, en localidad x_3, por calendario x_4
dicra	gismu   	-dir-		      	x_1 (evento) interrumpe/para/detiene x_2 (evento) debido a cualidad x_3	Ver también {zunti},  {fanza},  {raktu}.
dikca	gismu   	-dic-		      	x_1 es electricidad (carga o corriente) en x_2
diklo	gismu   	-klo-		      	x_1 es local/vecino/lugareño de x_2 en región/localidad/vecindad x_3	Ver también {jibni},  {zvati},  {cpana},  {nenri},  {lamji},  {stuzi},  {tcila}.
dikni	gismu   	-dik-		      	x_1 es regular/cíclico/periódico en propiedad/actividad/aspecto x_2 con periodo/intervalo x_3	Ver también {vitci},  {slilu},  {rilti}.
dilcu	gismu			      	x_1 es el cociente entre dividendo x_2 y divisor x_3 con resto x_4	Ver también {frinu},  {pilji}.
dilnu	gismu   	-dil-		      	x_1 es una nube de material x_2 en masa de aire x_3 sobre piso/base x_4
dimna	gismu   	-dim-		      	x_1 es un destino de x_2	Ver también {funca}.
dinju	gismu   	-dij-   	-di'u-	      	x_1 es un edificio con propósito/función x_2
dinko	gismu   	-di'o-		      	x_1 es un clavo de tipo/tamaño x_2, hecho de material x_3
dirba	gismu   	-dib-		      	x_1 es querido/preciado por x_2
dirce	gismu   	-di'e-		      	x_1 irradia/emite x_2 bajo condiciones x_3
dirgo	gismu   	-dig-		      	x_1 es una gota/burbuja (forma) de material x_2 en material circundante x_3	Ver también {daplu}.
dizlo	gismu   	-diz-   	-dzi-	      	x_1 esta bajo/abajo en marco de referencia x_2 comparado con estándar x_3	Ver también {galtu},  {cnita}.
djacu	gismu   	-jac-   	-jau-	      	x_1 es una cantidad/extensión de agua
djedi	gismu   	-dje-   	-dei-	      	x_1 dura x_2 días (1 por defecto) segun estándar x_3	Ver también {dinri}.
djica	gismu   	-dji-		      	x_1 desea/quiere x_2 con propósito x_3	Ver también {taske},  {xagji},  {nitcu}.
djine	gismu   	-jin-		      	x_1 es un anillo/aro/toro/círculo (forma) de material x_2, con diámetro interno x_3, diámetro externo x_4
djuno	gismu   	-jun-   	-ju'o-	      	x_1 sabe que x_2 (du'u) es cierto acerca de x_3 por epistemología x_4	Ver también {certu}.
donri	gismu   	-dor-   	-do'i-	      	x_1 es el día/periodo diurno de día x_2 en localidad x_3	Ver también {nicte},  {murse},  {djedi}.
dotco	gismu   	-dot-   	-do'o-	      	x_1 refleja cultura/nacionalidad/idioma alemán/germánico en aspecto x_2
draci	gismu			      	x_1 es un drama/comedia/obra de teatro sobre tema x_2 por dramaturgo x_3 para audiencia x_4 con actores x_5
drani	gismu   	-dra-		      	x_1 es correcto/apropiado/justo/bien/acertado en propiedad/aspecto x_2 en situación x_3 según estándar x_4	Ver también {dukse}.
drata	gismu   	-dat-		      	x_1 es otro/es distinto de/no es el mismo que x_2 según estándar x_3	Ver también {mintu},  {frica}.
drudi	gismu   	-rud-   	-dru-	      	x_1 es un techo de x_2
dugri	gismu   	-dug-		      	x_1 es el logaritmo de x_2 con base x_3	Ver también {tenfa}.
dukse	gismu   	-dus-   	-du'e-	      	x_1 es demasiado/excesivo en propiedad/aspecto x_2 según estándar x_3	Ver también {drani}.
dukti	gismu   	-dut-		      	x_1 es lo contrario/opuesto polar de x_2 en propiedad/en escala x_3	Ver también {ragve},  {fatne}.
dunda	gismu   	-dud-   	-du'a-	      	x_1 da/dona/regala/obsequia x_2 a x_3	Ver también {lebna}.
dunja	gismu   	-duj-		      	x_1 se congela/solidifica a temperatura x_2, presión x_3	Ver también {runme},  {febvi},  {lunsa}.
dunku	gismu   	-duk-   	-du'u-	      	x_1 se angustia/aflige por x_2
dunli	gismu   	-dun-   	-du'i-	      	x_1 es igual a x_2 en propiedad/dimensión/cantidad x_3	Ver también {frica},  {simsa},  {mintu}.
dunra	gismu   	-dur-		      	x_1 es el invierno/estación fría del año x_2 en localidad x_3	Ver también {crisa},  {critu},  {vensa}.
dzena	gismu   	-dze-		      	x_1 es un ancestro/antepasado/ascendiente/mayor/bisabuelo/tatarabuelo de x_2 por lazo/relación/grado x_3
dzipo	gismu   	-zip-   	-zi'o-	      	x_1 refleja cultura/nacionalidad/geografía antártica en aspecto x_2
facki	gismu   	-fak-   	-fa'i-	      	x_1 descubre que x_2 (du'u) es cierto acerca de x_3
fadni	gismu   	-fad-		      	x_1 es ordinario/común/típico/usual/normal en propiedad x_2 entre miembros de x_3	Ver también {rirci},  {cafne},  {kampu},  {lakne},  {tcaci}.
fagri	gismu   	-fag-		      	x_1 es fuego/llama en combustible x_2 con oxidante/aire x_3
falnu	gismu   	-fan-		      	x_1 es una vela para juntar material de propulsión x_2 en vehículo x_3
famti	gismu			      	x_1 es tío/tía de x_2 por lazo/relación x_3
fancu	gismu			      	x_1 es una función univaluada de dominio x_2 y rango x_3 definida por expresión/regla x_4
fange	gismu			      	x_1 es extranjero/extraño/desconocido para x_2 en propiedad x_3	Ver también {cizra}.
fanmo	gismu   	-fam-   	-fa'o-	      	x_1 es un fin/final/terminación/culminación/extremo de objeto/proceso x_2
fanri	gismu			      	x_1 es una fábrica/planta industrial que produce x_2 con materiales x_3 en localidad x_4	Ver también {molki}.
fanta	gismu			      	x_1 impide/evita que ocurra x_2	Ver también {gasnu},  {curmi},  {bandu},  {zunti}.
fanva	gismu			      	x_1 traduce texto/frase x_2 a idioma x_3 de idioma x_4 con resultado/traducción x_5
fanza	gismu   	-faz-		      	x_1 (evento) molesta/irrita/distrae a x_2	Ver también {raktu},  {dicra},  {zunti}.
fapro	gismu   	-fap-   	-pro-	      	x_1 se opone/contiende contra oponente/contrincante/fuerza x_2 en tema/cuestión x_3
farlu	gismu   	-fal-   	-fa'u-	      	x_1 cae a x_2 de x_3 en campo de gravedad x_4
farna	gismu   	-far-   	-fa'a-	      	x_1 es la dirección hacia x_2 desde origen/en marco de referencia x_3
farvi	gismu   	-fav-		      	x_1 se desarrolla/evoluciona hacia x_2 desde x_3 con etapas x_4	Ver también {pruce},  {banro}.
fasnu	gismu   	-fau-		      	x_1 (evento) ocurre/sucede/pasa
fatci	gismu   	-fac-		      	x_1 es un hecho/realidad	Ver también {jetnu},  {fasnu}.
fatne	gismu   	-fat-   	-fa'e-	      	x_1 está en orden inverso/invertido/revertido/al revés de x_2
fatri	gismu   	-fai-		      	x_1 distribuye/comparte x_2 entre x_3 con porciones x_4
febvi	gismu   	-feb-		      	x_1 hierve/ebulle/se evapora a temperatura x_2, presión x_3	Ver también {lunsa},  {dunja},  {runme}.
femti	gismu   	-fem-		      	x_1 es un milbillonésimo (1E-15) de x_2 en dimensión/aspecto x_3
fendi	gismu   	-fed-		      	x_1 divide/parte/particiona/separa x_2 en secciones/partes x_3 por método/partición x_4	Ver también {sepli},  {bitmu},  {fatri}.
fengu	gismu   	-feg-   	-fe'u-	      	x_1 se enoja/enfada con x_2 por x_3	Ver también {fanza},  {dunku}.
fenki	gismu   	-fek-		      	x_1 (evento) es una locura/insano/irracional según estándar x_2	Ver también {racli}.
fenra	gismu   	-fer-   	-fe'a-	      	x_1 es una grieta/fisura/rajadura en x_2	Ver también {kevna}.
fenso	gismu   	-fen-   	-fe'o-	      	x_1 cose/sutura materiales x_2 con herramienta/instrumento x_3 usando hilo/filamento x_4
fepni	gismu   	-fep-   	-fei-	      	x_1 es/vale/cuesta x_2 centavos/céntimos/peniques/sub-unidad de sistema monetario x_3	Ver también {rupnu}.
fepri	gismu			      	x_1 es un pulmón (parte del cuerpo) de x_2
ferti	gismu   	-fre-		      	x_1 es fértil para sustentar el crecimiento/desarrollo de x_2
festi	gismu   	-fes-		      	x_1 es un desperdicio/desecho dejado por x_2
fetsi	gismu   	-fet-   	-fe'i-	      	x_1 es una hembra/mujer de especie x_2 con rasgos femeninos x_3
figre	gismu   	-fig-		      	x_1 es un higo (fruta) de especie/variedad x_2
filso	gismu   	-fis-		      	x_1 refleja cultura/nacionalidad/idioma palestino en aspecto x_2
finpe	gismu   	-fip-   	-fi'e-	      	x_1 es un pez de especie/variedad x_2
finti	gismu   	-fin-   	-fi'i-	      	x_1 inventa/crea/compone/es autor de obra x_2 para uso/próposito x_3	Ver también {zbasu},  {larcu}.
flalu	gismu   	-fla-		      	x_1 es una ley que determina x_2 para comunidad x_3 bajo condiciones x_4 por legislador x_5
flani	gismu			      	x_1 es una flauta/quena/gaita (instrumento musical)
flecu	gismu   	-fle-		      	x_1 es una corriente/flujo/río de x_2 en dirección a x_3 de fuente x_4	Ver también {rirxe},  {senta}.
fliba	gismu   	-fli-		      	x_1 falla/fracasa en ser/hacer x_2 (objeto/estado/evento)
flira	gismu   	-fir-		      	x_1 es una cara/rostro/faz (parte del cuerpo) de x_2	Ver también {sefta},  {crane}.
foldi	gismu   	-flo-   	-foi-	      	x_1 es un campo/expansión/extensión uniforme (forma) de material x_2	Ver también {purdi}.
fonmo	gismu   	-fom-   	-fo'o-	      	x_1 es una cantidad de espuma de material x_2, con burbujas de material x_3
fonxa	gismu   	-fon-		      	x_1 es un teléfono/módem conectado a red/sistema x_2
forca	gismu   	-fro-		      	x_1 es un tenedor/tridente con propósito x_2
fraso	gismu   	-fas-		      	x_1 refleja cultura/nacionalidad/idioma francés/galo en aspecto x_2
frati	gismu   	-fra-		      	x_1 reacciona/responde con acción x_2 ante estímulo x_3 bajo condiciones x_4	Ver también {danfu},  {spuda}.
fraxu	gismu   	-fax-		      	x_1 perdona/disculpa a x_2 por x_3
frica	gismu   	-fic-		      	x_1 difiere/es diferente/distinto/contrasta con x_2 en propiedad/dimensión/cantidad x_3	Ver también {dunli},  {simsa},  {drata}.
friko	gismu   	-fi'o-		      	x_1 refleja cultura/nacionalidad/geografía africana en aspecto x_2
frili	gismu   	-fil-		      	x_1 (evento) es fácil/sencillo/simple para x_2 (agente) bajo condiciones x_3
frinu	gismu			      	x_1 es una fracción con numerador x_2, denominador x_3	Ver también {dilcu}.
friti	gismu   	-fit-		      	x_1 ofrece x_2 a x_3 con condiciones x_4	Ver también {cpedu}.
frumu	gismu   	-fru-		      	x_1 frunce el ceño/entrecejo/hace muecas	Ver también {cisma}.
fukpi	gismu   	-fuk-   	-fu'i-	      	x_1 es una copia/réplica de x_2 en forma/medio x_3 hecho por método x_4
fulta	gismu   	-ful-   	-flu-	      	x_1 flota en fluido x_2	Ver también {limna}.
funca	gismu   	-fun-   	-fu'a-	      	x_1 (evento) es la suerte/fortuna/destino de x_2	Ver también {dimna}.
fusra	gismu   	-fur-		      	x_1 se pudre/decae/fermenta/corrompe con agente x_2
fuzme	gismu   	-fuz-   	-fu'e-	      	x_1 es responsable por hecho x_2 ante juez/autoridad x_3
gacri	gismu   	-gai-		      	x_1 cubre/protege/esconde/tapa a x_2
gadri	gismu   	-gad-		      	x_1 es un artículo ante descripción x_2 en oración x_3, idioma x_4, semántica x_5
galfi	gismu   	-gaf-   	-ga'i-	      	x_1 convierte/transforma/modifica/altera/cambia/torna x_2 en x_3	Ver también {stika},  {binxo},  {cenba},  {zasni}.
galtu	gismu   	-gal-   	-ga'u-	      	x_1 esta alto/arriba/elevado en marco de referencia x_2 comparado con estándar x_3	Ver también {dizlo},  {gapru}.
galxe	gismu			      	x_1 es una garganta (parte del cuerpo) de x_2
ganlo	gismu   	-ga'o-		      	x_1 está cerrado/clausurado	Ver también {kalri}.
ganra	gismu   	-gan-		      	x_1 es ancho/amplio en dimensión/dirección x_2 (la segunda en importancia) según estándar x_3	Ver también {jarki},  {clani},  {rotsu},  {condi}.
ganse	gismu   	-gas-   	-ga'e-	      	x_1 siente/detecta/nota/percibe/se da cuenta de estímulo x_2 por medio de sentido x_3 bajo condiciones x_4
ganti	gismu			      	x_1 es un testículo/gónada/ovario (parte del cuerpo) de x_2
ganxo	gismu   	-gax-		      	x_1 es un ano/ojete (parte del cuerpo) de x_2
ganzu	gismu   	-gaz-		      	x_1 organiza desorden/caos x_2 en orden x_3 por sistema/principio x_4
gapci	gismu   	-gac-		      	x_1 es un gas/vapor de composición/material x_2, bajo condiciones x_3	Ver también {litki},  {sligu},  {danmo},  {bumru}.
gapru	gismu   	-gap-		      	x_1 está arriba/encima de x_2 según marco de referencia/gravedad x_3	Ver también {cnita},  {galtu},  {cpana}.
garna	gismu   	-gar-		      	x_1 es una barra/riel/travesaño que sostiene x_2, de material x_3
gasnu	gismu   	-gau-		      	x_1 hace que ocurra x_2	Ver también {fanta},  {zukte},  {rinka},  {fasnu}.
gasta	gismu   	-gat-		      	x_1 es una cantidad de acero de composición x_2
genja	gismu   	-gej-		      	x_1 es una raíz de planta/especie x_2
gento	gismu   	-get-   	-ge'o-	      	x_1 refleja cultura/nacionalidad/idioma argentino en aspecto x_2
genxu	gismu   	-gex-		      	x_1 es un gancho/anzuelo (forma) de material x_2
gerku	gismu   	-ger-   	-ge'u-	      	x_1 es un perro/can de especie/raza x_2
gerna	gismu   	-gen-   	-ge'a-	      	x_1 es una gramática/reglas de idioma x_2 para estructura/texto x_3
gidva	gismu   	-gid-   	-gi'a-	      	x_1 guía/dirige asunto x_2
gigdo	gismu   	-gig-   	-gi'o-	      	x_1 es mil millones (1E9) de x_2 en dimensión/aspecto x_3
ginka	gismu   	-gik-		      	x_1 es un campamento/residencia temporaria/estacional de x_2 en localidad x_3
girzu	gismu   	-gir-   	-gri-	      	x_1 es un grupo/conjunto/equipo definido por propiedad x_2 debido a conjunto x_3 con relaciones x_4
gismu	gismu   	-gim-   	-gi'u-	      	x_1 es una palabra/raíz/verbo que expresa relación x_2 entre roles argumentales x_3, con afijos x_4
glare	gismu   	-gla-		      	x_1 está caliente/es cálido/caluroso según estándar x_2	Ver también {lenku}.
gleki	gismu   	-gek-   	-gei-	      	x_1 está feliz/alegre/contento/dichoso por x_2 (evento)	Ver también {badri}.
gletu	gismu   	-let-   	-gle-	      	x_1 se copula/coge/ayunta/tiene relaciones sexuales con x_2
glico	gismu   	-gic-   	-gli-	      	x_1 refleja cultura/nacionalidad/idioma inglés en aspecto x_2	Ver también {brito},  {merko}.
gluta	gismu   	-glu-		      	x_1 es un guante/mitón (prenda de vestir) de material x_2
gocti	gismu   	-goc-		      	x_1 es una cuatrillonésima (1E-24) de x_2 en dimensión/aspecto x_3
gotro	gismu   	-got-		      	x_1 es un cuatrillón (1E24) de x_2 en dimensión/aspecto x_3
gradu	gismu   	-rau-		      	x_1 es una unidad/grado (1E0) de x_2 en dimensión/aspecto x_3
grake	gismu   	-gra-		      	x_1 tiene una masa de x_2 gramos (1 por defecto) según estándar x_3
grana	gismu   	-ga'a-		      	x_1 es un palo/bastón/estaca/poste (forma) de material x_2
grasu	gismu   	-ras-		      	x_1 es una cantidad de grasa/aceite de origen x_2
greku	gismu   	-rek-		      	x_1 es un marco/estructura/esqueleto sustentando/dando forma a x_2	Ver también {korbi},  {stura},  {tsina}.
grusi	gismu   	-rus-		      	x_1 es gris (color)
grute	gismu   	-rut-		      	x_1 es una fruta/fruto de planta/especie x_2	Ver también {tarbi},  {panzi},  {rorci},  te {pruce}.
gubni	gismu   	-gub-		      	x_1 es público/abierto/accesible/de todos para comunidad x_2
gugde	gismu   	-gug-   	-gu'e-	      	x_1 es el país de gentes x_2 con territorio/soberanía sobre x_3; (natmi, jecta, tutra)
gundi	gismu   	-gud-		      	x_1 es una industria/actividad sistemática de producción de x_2 con proceso/medios x_3
gunka	gismu   	-gun-   	-gu'a-	      	x_1 trabaja en x_2 con fin/objetivo x_3	Ver también {zukte}.
gunma	gismu   	-gum-		      	x_1 es una masa/yuxtaposición/equipo compuesta por componentes x_2	Ver también {bende}.
gunro	gismu   	-gur-   	-gu'o-	      	x_1 rueda sobre superficie x_2 alrededor de eje x_3	Ver también {carna}.
gunse	gismu			      	x_1 es un ganso/oca/ánsar de especie/raza x_2
gunta	gismu   	-gut-		      	x_1 ataca/invade/agrede a víctima x_2 con fin/objetivo x_3
gurni	gismu   	-gru-		      	x_1 es un grano/cereal de planta/especie x_2
guska	gismu   	-guk-		      	x_1 remueve/rasquetea/rasca/erosiona/borra x_2 de x_3 usando hoja/rasquete/lija/instrumento x_4	Ver también {prina}.
gusni	gismu   	-gus-   	-gu'i-	      	x_1 es luz/ilumina x_2 con origen/fuente x_3
gusta	gismu			      	x_1 es un restaurante/café en localidad x_2 con tipo de comida x_3 para clientes x_4	Ver también {barja}.
gutci	gismu   	-guc-		      	x_1 mide x_2 unidades locales de distancia corta (1 por defecto), estándar x_3, x_4 subunidades
gutra	gismu			      	x_1 es un vientre/útero/matriz (parte del cuerpo) de x_2
guzme	gismu   	-guz-   	-zme-	      	x_1 es un melón/sandía (fruta) de especie/variedad x_2
jabre	gismu			      	x_1 frena/desacelera movimiento/actividad x_2 con aparato/mecanismo/acción x_3
jadni	gismu   	-jad-   	-ja'i-	      	x_1 es un adorno/decoración/ornamento de x_2
jakne	gismu			      	x_1 es un cohete (vehículo) propelido/impulsado por chorro/expulsión x_3 con carga x_4
jalge	gismu   	-jag-   	-ja'e-	      	x_1 (evento) es un resultado/conclusión/efecto de x_2 (evento)	Ver también se {mukti},  te {zukte},  se {rinka},  se {krinu},  se {nibli}.
jalna	gismu			      	x_1 es una cantidad de almidón de origen x_2 de composición x_3
jalra	gismu			      	x_1 es una cucaracha de especie/raza x_2
jamfu	gismu   	-jaf-   	-jma-	      	x_1 es un pie (parte del cuerpo) de x_2	Ver también {jicmu},  {genja},  {zbepi}.
jamna	gismu   	-jam-		      	x_1 está en guerra contra x_2 por territorio/asunto x_3	Ver también {panpi},  {damba},  {bradi}.
janbe	gismu   	-jab-		      	x_1 es una campana/timbre (instrumento de percusión) con sonido/nota x_2
janco	gismu   	-jan-		      	x_1 es un hombro (parte del cuerpo) de x_2
janli	gismu   	-jal-		      	x_1 choca/colisiona/se estrella contra x_2
jansu	gismu   	-jas-		      	x_1 es un cónsul/embajador/diplomático en representación de x_2 ante x_3 con función/propósito x_4
janta	gismu   	-jat-		      	x_1 es una factura/cuenta/recibo por bienes/servicios x_2 extendida a x_3 por x_4
jarbu	gismu			      	x_1 es un barrio/área suburbana de ciudad/metrópolis x_2
jarco	gismu   	-ja'o-		      	x_1 muestra/exhibe/expone x_2 ante audiencia x_3	Ver también {mipri},  {tigni}.
jarki	gismu   	-jak-		      	x_1 es angosto/estrecho en dimensión/dirección x_2 (la segunda en importancia) según estándar x_3	Ver también {ganra},  {tordu},  {cinla},  {caxno}.
jaspu	gismu   	-jap-		      	x_1 es un pasaporte expedido a x_2 por autoridad x_3 que le permite hacer x_4	Ver también {pikta}.
jatna	gismu   	-ja'a-		      	x_1 es capitán/comandante/líder/a cargo de vehículo/dominio x_2	Ver también te {bende},  {minde},  {ralju}.
javni	gismu   	-jva-		      	x_1 es una regla que prescribe/manda/requiere x_2 en sistema/comunidad x_3	Ver también {flalu},  {ritli}.
jbama	gismu   	-bam-		      	x_1 es una bomba/aparato explosivo con material/principio explosivo x_2
jbari	gismu   	-jba-		      	x_1 es una baya/frutilla/mora/granada/grosella (fruta) de especie/variedad x_2
jbena	gismu   	-jbe-		      	x_1 nace de x_2 en fecha/hora x_3 y lugar x_4
jbera	gismu   	-jer-		      	x_1 toma prestado/temporariamente x_2 de origen x_3 por intervalo x_4	Ver también {zivle}.
jbini	gismu   	-bin-   	-bi'i-	      	x_1 está entre/en medio de x_2 en propiedad x_3	Ver también se {vasru},  {nenri},  {zvati},  {cpana},  {snuji},  {senta},  {bitmu}.
jdari	gismu   	-jar-		      	x_1 es duro/firme/resistente ante fuerza x_2 bajo condiciones x_3	Ver también {ranti}.
jdice	gismu   	-jdi-		      	x_1 decide/toma decisión x_2 (du'u) acerca de x_3
jdika	gismu			      	x_1 disminuye/se reduce en propiedad x_2 en cantidad x_3	Ver también {zenba},  {cenba},  {mleca}.
jdima	gismu   	-di'a-		      	x_1 es el precio/costo de x_2 con comprador/consumidor/cliente x_3 con vendedor x_4	Ver también {vamji},  ve {vecnu}.
jdini	gismu   	-din-   	-di'i-	      	x_1 es dinero emitido por x_2	Ver también {rupnu},  {fepni}.
jduli	gismu   	-dul-   	-jdu-	      	x_1 es una cantidad de gelatina/jalea/semisólido de material/composición x_2
jecta	gismu   	-jec-   	-je'a-	      	x_1 es un estado que gobierna territorio/dominio x_2	Ver también {gugde},  {tutra},  {turni},  {natmi}.
jeftu	gismu   	-jef-		      	x_1 dura x_2 semanas (1 por defecto) según estándar x_3
jegvo	gismu   	-jeg-   	-je'o-	      	x_1 refleja cultura/religión judeo-cristiano-musulmana en aspecto x_2
jelca	gismu   	-jel-		      	x_1 se quema/enciende a temperatura x_2 en atmósfera x_3
jemna	gismu   	-jme-		      	x_1 es una gema/joya en objeto x_2
jenca	gismu   	-jen-		      	x_1 (evento) impresiona/sobresalta/conmociona a x_2
jendu	gismu   	-jed-		      	x_1 es un eje alrededor del cual gira/rota/da vueltas x_2, de material x_3
jenmi	gismu   	-jem-   	-jei-	      	x_1 es un ejército de grupo/comunidad x_2 con función x_3
jerna	gismu			      	x_1 gana sueldo/salario/paga x_2 por trabajo/servicio x_3	Ver también {pegji},  {vecnu},  {cnemu}.
jersi	gismu   	-je'i-		      	x_1 sigue/persigue a x_2	Ver también {kalte},  {lidne}.
jerxo	gismu   	-jex-		      	x_1 refleja cultura/nacionalidad/idioma argeliano en aspecto x_2
jesni	gismu   	-jes-		      	x_1 es una aguja (forma) de material x_2
jetce	gismu   	-je'e-		      	x_1 es un chorro de material x_2 expelido de x_3	Ver también {sputu},  {vamtu}.
jetnu	gismu   	-jet-   	-je'u-	      	x_1 es verdad/cierto según estándar/epistemología x_2	Ver también {jitfa},  {fatci}.
jgalu	gismu   	-ja'u-		      	x_1 es una garra/uña (parte del cuerpo) de x_2
jganu	gismu   	-jga-		      	x_1 es un ángulo (forma bidimensional) de vértice x_2 subtendido por lateral x_3
jgari	gismu   	-jai-		      	x_1 agarra/toma/sostiene a x_2 con x_3
jgena	gismu   	-jge-		      	x_1 es un nudo/maraña entre x_2
jgina	gismu   	-gin-		      	x_1 es un gen de criatura x_2 que determina rasgo/cualidad x_3
jgira	gismu   	-jgi-		      	x_1 siente orgullo por x_2 (abstracción)	Ver también {cumla}.
jgita	gismu   	-git-		      	x_1 es una guitarra/violín/viola/cello/arpa (instrumento musical de cuerdas) con arco x_2
jibni	gismu   	-jbi-		      	x_1 esta cerca/cercano/próximo a x_2 en propiedad x_3	Ver también {darno},  {lamji},  {diklo}.
jibri	gismu   	-jib-		      	x_1 es un trabajo/ocupación/empleo de persona x_2
jicla	gismu			      	x_1 revuelve/agita fluido x_2 con herramienta/utensilio x_3
jicmu	gismu   	-cmu-		      	x_1 es una base/fundamento de x_2	Ver también {zbepi},  {genja}.
jijnu	gismu   	-jij-		      	x_1 intuye que x_2 (du'u) es cierto acerca de x_3
jikca	gismu   	-jik-		      	x_1 interactúa socialmente/es sociable con x_2
jikru	gismu			      	x_1 es una cantidad de licor/bebida espirituosa destilada de x_2	Ver también {birje},  {xalka}.
jilka	gismu   	-jil-		      	x_1 es una cantidad de álkali/base de composicion x_2
jilra	gismu			      	x_1 envidia/cela/está celoso de x_2 por x_3 (ka)
jimca	gismu   	-jic-		      	x_1 es una rama de planta/especie x_2
jimpe	gismu   	-jmi-		      	x_1 entiende/comprende que x_2 (du'u) es cierto acerca de x_3
jimte	gismu   	-jit-		      	x_1 es un límite/extremo/borde/frontera de x_2 en propiedad/dominio x_3	Ver también {traji},  {korbi}.
jinci	gismu			      	x_1 es una tijera/tijeras para cortar x_2
jinga	gismu   	-jig-   	-ji'a-	      	x_1 gana premio x_2 entre competidores x_3 en competición x_4	Ver también {cnemu},  {prali},  {pleji}.
jinku	gismu			      	x_1 es una vacuna para proteger a x_2 contra enfermedad/mal x_3
jinme	gismu   	-jim-		      	x_1 es una cantidad de metal de composición x_2
jinru	gismu   	-jir-		      	x_1 está inmerso/sumergido en líquido/fluido/baño x_2
jinsa	gismu   	-jis-		      	x_1 está limpio de material/contaminante/suciedad x_2 según estándar x_3
jinto	gismu			      	x_1 es un pozo/aljibe/manantial/fuente de fluido x_2 ubicado en x_3
jinvi	gismu   	-jiv-   	-ji'i-	      	x_1 opina/piensa que x_2 (du'u) es cierto acerca de x_3 con base/evidencia x_4
jinzi	gismu   	-jiz-		      	x_1 es una propiedad/aspecto/cualidad natural/innata/inherente/intrínseca de x_2	Ver también {lakne},  {rarna},  {stati}.
jipci	gismu			      	x_1 es una gallina/gallo/pollo de especie/raza x_2
